ALL STANDALONE,,,,,,,
(As on Date:  13-10-2025  0:55:24),,,,,,,
Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-18143,"AMRUTHA SCHOOL OF NURSING, PENDURTHI, VISAKHAPATNAM",Andhra Pradesh,Visakhapatnam,2017,Urban,Nursing,Private Un-Aided
S-3626,SRI HARSHA SCHOOL OF NURSING KURNOOL,Andhra Pradesh,Kurnool,2004,Urban,Nursing,Private Un-Aided
S-18144,"SARADA SCHOOL OF NURSING, MANDAPETA, EAST GODAVARI DISTRICT",Andhra Pradesh,East Godavari,2017,Rural,Nursing,Private Un-Aided
S-3622,SRI BHARGAVI SCHOOL OF NURSING PRAKASAM,Andhra Pradesh,Prakasam,2004,Urban,Nursing,Private Un-Aided
S-3676,VARDHAN SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,2005,Urban,Nursing,Private Un-Aided
S-13100,"VANI SCHOOL OF NURSING, CO-OPERATIVE COLONY, CUDDAPAH",Andhra Pradesh,Y.S.R. Kadapa,1987,Rural,Nursing,Private Un-Aided
S-3674,USHA SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,1999,Urban,Nursing,Private Un-Aided
S-614,"S.V.GOVERNMENT POLYTECHNIC, TIRUPATHI",Andhra Pradesh,Chittoor,1957,Urban,Technical/Polytechnic,State Government
S-642,SRI G PULLA REDDY GOVERNMENT POLYTECHNIC,Andhra Pradesh,Kurnool,1984,Urban,Technical/Polytechnic,State Government
S-3665,SWATANTRA SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,2003,Urban,Nursing,Private Aided (Government Aided)
S-18146,JESUS MARIAN SCHOOL OF NURSING,Andhra Pradesh,Vizianagaram,2015,Rural,Nursing,Private Un-Aided
S-15318,GOVERNMENT POLYTECHNIC KAVALI,Andhra Pradesh,Sri Potti Sriramulu Nellore,2009,Rural,Technical/Polytechnic,State Government
S-3690,VISWAVANI SCHOOL OF NURISNG KURNOOL,Andhra Pradesh,Kurnool,1987,Rural,Nursing,Private Un-Aided
S-13121,"AYYAVARU REDDY MEMORIAL SCHOOL OF NURSING, KADAPA, CUDDAPAH",Andhra Pradesh,Y.S.R. Kadapa,2013,Rural,Nursing,Private Un-Aided
S-26304,KITES SCHOOL OF NURSING,Andhra Pradesh,Anakapalli,2023,Rural,Nursing,Private Un-Aided
S-3656,ST JOSEPH'S SCHOOL OF NURSING MAHARANIPETA VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,1988,Urban,Nursing,State Government
S-26268,VICTORIA PARAMEDICAL SCIENCES  NANDIGAMA,Andhra Pradesh,NTR,2023,Urban,Paramedical,Private Un-Aided
S-3480,CRESCENT SCHOOL OF NURSING KADAPA,Andhra Pradesh,Y.S.R. Kadapa,2005,Urban,Nursing,Private Aided (Government Aided)
S-13052,"DR PAULRAJ SCHOOL OF NURSING, NANDULPET, GUNTUR",Andhra Pradesh,Guntur,2003,Urban,Nursing,Private Un-Aided
S-3689,"JEEVANJYOTHI SCHOOL OF NURSING, CHINARAVURU, TENALI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,2007,Urban,Nursing,Private Un-Aided
S-26256,AVANTHI POLYTECHNIC COLLEGE,Andhra Pradesh,Vizianagaram,2013,Rural,Technical/Polytechnic,Private Un-Aided
S-13032,"SAI BHARGAVI SCHOOL OF NURSING, NELLORE",Andhra Pradesh,Sri Potti Sriramulu Nellore,2012,Urban,Nursing,Private Un-Aided
S-3618,SIVA SAI SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,1987,Rural,Nursing,Private Aided (Government Aided)
S-3658,ST LUKE' S SCHOOL OF NURSING TRG. VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,1988,Urban,Nursing,Private Un-Aided
S-3663,SWAMY SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,1989,Urban,Nursing,Private Un-Aided
S-26087,"SRI MAHALAKSHMI INSTITUTE OF PARAMEDICAL SCIENCES, SANTAKAVITI",Andhra Pradesh,Vizianagaram,2022,Rural,Paramedical,Private Un-Aided
S-3625,SRI GNANA PRASUNAMBIKA SCHOOL OF NURSING CHITTOOR,Andhra Pradesh,Chittoor,2002,Urban,Nursing,Private Un-Aided
S-26242,MOTHER THERESA MPHA (M) TRAINING INSTITUTE,Andhra Pradesh,Anakapalli,2012,Rural,Paramedical,Private Un-Aided
S-613,S.V.C.M. POLYTECHNIC BADVEL,Andhra Pradesh,Y.S.R. Kadapa,1981,Rural,Technical/Polytechnic,Private Un-Aided
S-26081,"ADITYA PARAMEDICAL COLLEGE, YERRAGODNAPALEM",Andhra Pradesh,Prakasam,2024,Rural,Paramedical,Private Un-Aided
S-3624,SRI DURGA SCHOOL OF NURSING PRAKASAM,Andhra Pradesh,Prakasam,2004,Urban,Nursing,Private Un-Aided
S-615,SAI GANAPATHI POLYTECHNIC,Andhra Pradesh,Visakhapatnam,2006,Rural,Technical/Polytechnic,Private Un-Aided
S-26384," KRUPA PARAMEDICAL INSTITUTE, PALAKOLLU, WEST GODAVARI DISTRICT ",Andhra Pradesh,West Godavari,2024,Rural,Paramedical,Private Un-Aided
S-26088,"NIVYA PARA MEDICAL COLLEGE, RAJAHMUNDRY",Andhra Pradesh,East Godavari,2023,Urban,Paramedical,Private Un-Aided
S-14397,SVCM Institution of Elementary Teacher Education,Andhra Pradesh,Y.S.R. Kadapa,2013,Rural,Teacher Training,Private Un-Aided
S-657,SUVR & SR GOVT POLYTECHNIC FOR WOMEN ETHAMUKKALA,Andhra Pradesh,Prakasam,1987,Rural,Technical/Polytechnic,State Government
S-13043,"SUSEELA SCHOOL OF NURSING, BAPATLA, GUNTUR",Andhra Pradesh,Guntur,2003,Urban,Nursing,Private Un-Aided
S-12993,"SURYA SCHOOL OF NURSING, NIDADOVOLLU, WEST GODAVARI",Andhra Pradesh,West Godavari,2012,Rural,Nursing,Private Un-Aided
S-26089,"JYOTHI INSTITUTE OF PARAMEDICAL SCIENCES, JADEPALLIGUDEM",Andhra Pradesh,West Godavari,2024,Urban,Paramedical,Private Un-Aided
S-523,DR.B.R.A.G.M.R.POLYTECHNIC,Andhra Pradesh,East Godavari,1987,Rural,Technical/Polytechnic,State Government
S-12956,"SUPRIYA SCHOOL OF NURSING, RAMARAOPET, EAST GODAVARI",Andhra Pradesh,East Godavari,2003,Urban,Nursing,Private Un-Aided
S-18147,ONGOLE SCHOOL OF NURSING,Andhra Pradesh,Prakasam,2018,Rural,Nursing,Private Un-Aided
S-21288,STAR INSTITUTE OF PARA MEDICAL SCIENCES,Andhra Pradesh,Sri Potti Sriramulu Nellore,2019,Urban,Paramedical,Private Un-Aided
S-3662,SUJATHA SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,2003,Rural,Nursing,Private Un-Aided
S-3661,SUDHA SCHOOL OF NURSING EAST GODAVARI,Andhra Pradesh,East Godavari,2004,Urban,Nursing,Private Aided (Government Aided)
S-18148,"GOVERNMENT POLYTECHNIC, PITHAPURAM-533450,",Andhra Pradesh,East Godavari,2014,Rural,Technical/Polytechnic,State Government
S-12983,"ST MARYS SCHOOL OF NURSING, KOVVUR, WEST GODAVARI",Andhra Pradesh,West Godavari,1996,Rural,Nursing,Local Body
S-503,BAPATLA POLYTECHNIC BAPATLA,Andhra Pradesh,Bapatla,2001,Rural,Technical/Polytechnic,Private Un-Aided
S-13370,"Sri Buchepalli Venkayamma Subbareddy College of Education (D.Ed.), Gandhi nagar,  Chimakurthy, Prakasam District - 523226.",Andhra Pradesh,Prakasam,2008,Rural,Teacher Training,Private Un-Aided
S-632,SMT. B. SEETHA POLYTECHNIC VISHNUPUR BHIMAVARAM,Andhra Pradesh,West Godavari,1997,Rural,Technical/Polytechnic,Private Un-Aided
S-494,AL-HUDA POLYTECHNIC NELLORE,Andhra Pradesh,Sri Potti Sriramulu Nellore,1993,Urban,Technical/Polytechnic,Private Un-Aided
S-641,SRI CHAITANYA POLYTECHNIC COLLEGE,Andhra Pradesh,Vizianagaram,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-3598,SAGARA DURGA SCHOOL OF NURSING VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,2004,Urban,Nursing,Private Un-Aided
S-26506,SRI SAI COLLEGE OF MEDICAL LAB TECHNOLOGY,Andhra Pradesh,Sri Potti Sriramulu Nellore,2002,Rural,Paramedical,Private Un-Aided
S-542,GOVT POLYTECHNIC FOR WOMEN HINDUPUR,Andhra Pradesh,Ananthapuramu,1985,Urban,Technical/Polytechnic,State Government
S-17636,"G M R POLYTECHNIC, K R PURAM",Andhra Pradesh,West Godavari,2014,Rural,Technical/Polytechnic,State Government
S-3489,DR. PINNAMANENI SIDDHARTHA INSTT OF MEDICAL SC. KRISHNA,Andhra Pradesh,Krishna,2003,Rural,Nursing,Private Un-Aided
S-12991,"MEGHANA SCHOOL OF NURSING, SAJJAPURAM, WEST GODAVARI",Andhra Pradesh,West Godavari,2003,Urban,Nursing,Private Un-Aided
S-3628,SRI KRISHNA SCHOOL OF NURSING CHITTOOR,Andhra Pradesh,Tirupati,2005,Urban,Nursing,Private Un-Aided
S-3540,M K SCHOOL OF NURSING VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,2003,Urban,Nursing,Private Un-Aided
S-3568,NARAYANA SCHOOL OF NURSING SRIKAKULAM,Andhra Pradesh,Srikakulam,2004,Urban,Nursing,Private Un-Aided
S-3529,KAVURI SUBBA RAO SCHOOL OF NURSING GUNTUR,Andhra Pradesh,Guntur,2003,Urban,Nursing,Private Un-Aided
S-3586,MINERVA SCHOOL OF NURSING VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,1998,Urban,Nursing,Private Un-Aided
S-12916,"K H K SCHOOL OF NURSING, SANA STREET, SRIKAKULAM",Andhra Pradesh,Srikakulam,2003,Urban,Nursing,Private Un-Aided
S-12970,"KIMS SCHOOL OF NURSING, AMALAPURAM, EAST GODAVARI",Andhra Pradesh,East Godavari,2004,Urban,Nursing,Local Body
S-3530,KING GEORGE HOSPITAL SCHOOL OF NURSING VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,1940,Urban,Nursing,State Government
S-3536,LAZARUS SCHOOL OF NURSING VISAKHAPATNAM,Andhra Pradesh,Visakhapatnam,2004,Urban,Nursing,Private Un-Aided
S-12978,"RV SCHOOL OF NURSING, MUMMIDIVARAM, EAST GODAVARI",Andhra Pradesh,East Godavari,2005,Rural,Nursing,Private Un-Aided
S-21840,AMARAVATHI SCHOOL OF NURSING ATCHUTAPURAM KAKINADA,Andhra Pradesh,East Godavari,-,Urban,Nursing,Private Un-Aided
S-13117,"ADITYA SCHOOL OF NURSING, KADAPA, CUDDAPAH",Andhra Pradesh,Y.S.R. Kadapa,2012,Rural,Nursing,Private Un-Aided
S-3533,KUNTHIDEVI MAHILABHYUDAYA SCHOOL OF NURSING WEST GODAVARI,Andhra Pradesh,West Godavari,1999,Urban,Nursing,Private Un-Aided
S-12982,"NARSAPUR CHRISTIAN HOSPITAL, NARSAPUR, WEST GODAVARI",Andhra Pradesh,West Godavari,2000,Rural,Nursing,Private Un-Aided
S-3471,BOLLINENI SCHOOL OF NURSING NELLORE,Andhra Pradesh,Sri Potti Sriramulu Nellore,2002,Rural,Nursing,Private Un-Aided
S-12967,"SARA SCHOOL OF NURSING, SIDDARDHA NAGAR, EAST GODAVARI",Andhra Pradesh,East Godavari,2003,Rural,Nursing,State Government
S-3535,LAXMI SCHOOL OF NURSING VIZIANAGARAM,Andhra Pradesh,Vizianagaram,1998,Urban,Nursing,Private Un-Aided
S-17637,"VIKAS POLYTECHNIC COLLEGE, VISSANNAPETA",Andhra Pradesh,NTR,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-3570,NATIONAL SCHOOL OF NURSING PRAKASAM,Andhra Pradesh,Prakasam,1989,Urban,Nursing,Private Un-Aided
S-13019,"NELLORE SCHOOL OF NURSING, VEDAYAPALEM, NELLORE",Andhra Pradesh,Sri Potti Sriramulu Nellore,1989,Urban,Nursing,Private Aided (Government Aided)
S-13062,"KRISHNAVENI SCHOOL OF NURSING, NARASARAOPET, GUNTUR",Andhra Pradesh,Guntur,2007,Rural,Nursing,Private Aided (Government Aided)
S-12965,"KONASEEMA SCHOOL OF NURSING, AMMALAPURAM, EAST GODAVARI",Andhra Pradesh,East Godavari,2003,Urban,Nursing,Private Un-Aided
S-552,GOVT POLYTECHNIC GUDUR,Andhra Pradesh,Sri Potti Sriramulu Nellore,1957,Urban,Technical/Polytechnic,State Government
S-3572,NIRMALA SCHOOL OF NURSING ANANTHAPUR,Andhra Pradesh,Ananthapuramu,1987,Rural,Nursing,Private Un-Aided
S-543,GOVT POLYTECHNIC FOR WOMEN KAKINADA,Andhra Pradesh,East Godavari,1961,Urban,Technical/Polytechnic,State Government
S-3636,"SRI RAMYA SAI SCHOOL OF NURSING, GUNTAKAL, ANANTAPUR DISTRICT",Andhra Pradesh,Ananthapuramu,2002,Rural,Nursing,Private Un-Aided
S-16164,G.B.R Government Polytechnic Chipurupalli,Andhra Pradesh,Vizianagaram,2014,Rural,Technical/Polytechnic,State Government
S-13047,"P N C AND K R SON, NARASARAOPET, GUNTUR",Andhra Pradesh,Guntur,2003,Urban,Nursing,Private Un-Aided
S-541,GOVT POLYTECHNIC FOR WOMEN GUNTUR,Andhra Pradesh,Guntur,1967,Urban,Technical/Polytechnic,State Government
S-3472,C S I SCHOOL OF NURSING KADAPA,Andhra Pradesh,Y.S.R. Kadapa,1999,Urban,Nursing,Private Un-Aided
S-3633,SRI PADMAVATHI SCHOOL OF NURSING NELLORE,Andhra Pradesh,Sri Potti Sriramulu Nellore,2003,Urban,Nursing,Private Un-Aided
S-12935,"BETHANY SCHOOL OF NURSING, P.M. PALEM, VISAKHAPATNAM",Andhra Pradesh,Visakhapatnam,2004,Rural,Nursing,Private Un-Aided
S-649,SRI VASAVI INSTITUTE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Krishna,2012,Rural,Technical/Polytechnic,Private Un-Aided
S-26670,DR KSAR GAFFOOR INSTITUTE OF MEDICAL SCIENCES,Andhra Pradesh,Ananthapuramu,2022,Urban,Paramedical,Private Un-Aided
S-13076,"ADDANKI PRABHUDAS AND SUJANAMMA MEMORIAL SCHOOL OF NURSING, OGMOJI CAMPUS, 31-1-35 AM TRUNK ROAD, PRAKASAM",Andhra Pradesh,Prakasam,2004,Rural,Nursing,Private Un-Aided
S-26507,SRI KAMAKSHITHAI INSTITUTE OF MEDICAL LAB TECHNOLOGY B V NAGAR NELLORE,Andhra Pradesh,Sri Potti Sriramulu Nellore,1989,Urban,Paramedical,Private Un-Aided
S-26508,"KITES PARAMEDICAL INSTITUTE, SARADA COLONY",Andhra Pradesh,Anakapalli,2023,Urban,Paramedical,Private Un-Aided
S-14760,"GOVERNMENT POLYTECHNIC, MADAKASIRA, ANANTAPUR",Andhra Pradesh,Ananthapuramu,2009,Rural,Technical/Polytechnic,State Government
S-14850,"GOVERNMENT POLYTECHNIC, MACHILIPATNAM",Andhra Pradesh,Krishna,2009,Rural,Technical/Polytechnic,State Government
S-14942,"GOVERNMENT POLYTECHNIC, KROSUR",Andhra Pradesh,Guntur,2009,Rural,Technical/Polytechnic,State Government
S-13157,"BLESS SCHOOL OF NURSING, PADMAVATHI COLONY, CHITTOOR",Andhra Pradesh,Chittoor,2005,Urban,Nursing,Private Un-Aided
S-26439,"AMERICAN SCHOOL OF NURSING, ANANTAPUR",Andhra Pradesh,Ananthapuramu,1988,Urban,Nursing,Private Un-Aided
S-3666,SWATHI SCHOOL OF NURSING,Andhra Pradesh,Tirupati,1988,Urban,Nursing,Private Un-Aided
S-21851,"HARSHA INSTITUTE OF PARA MEDICAL SCIENCES, CUMBUM, PRAKASAM DISTRICT",Andhra Pradesh,Prakasam,-,Rural,Paramedical,Private Un-Aided
S-506,BHASKARA POLYTECHNIC,Andhra Pradesh,Vizianagaram,2007,Rural,Technical/Polytechnic,Private Un-Aided
S-22386,"GOVERNMENT POLYTECHNIC, BETHAMCHERLA",Andhra Pradesh,Nandyal,-,Rural,Technical/Polytechnic,State Government
S-13014,"GLOBAL SCHOOL OF NURSING, VIJAYAWADA, KRISHNA",Andhra Pradesh,Krishna,2012,Urban,Nursing,Private Un-Aided
S-13163,"G K REDDY SCHOOL OF NURSING, CHITTOOR",Andhra Pradesh,Chittoor,2012,Urban,Nursing,Private Un-Aided
S-644,SRI PADMAVATHI WOMEN'S POLYTECHNIC,Andhra Pradesh,Chittoor,1976,Urban,Technical/Polytechnic,Private Aided (Government Aided)
S-3634,SRI PADMAWATI SCHOOL OF NURSING ANANTAPUR,Andhra Pradesh,Ananthapuramu,1998,Rural,Nursing,Private Un-Aided
S-16051,Medarametla Anjamma Mastan Rao College of Education (D.El.Ed),Andhra Pradesh,Guntur,2016,Rural,Teacher Training,Private Un-Aided
S-12972,"G B R SCHOOL OF NURSING, ANANPARTHI, EAST GODAVARI",Andhra Pradesh,East Godavari,1995,Rural,Nursing,Private Un-Aided
S-13011,"PRAGATHI SCHOOL OF NURSING, PATAMATALANKA, KRISHNA",Andhra Pradesh,Krishna,2005,Urban,Nursing,Private Un-Aided
S-599,MULAGONDLA PAKIRA REDDY MEMORIAL POLYTECHNIC,Andhra Pradesh,Guntur,2010,Urban,Technical/Polytechnic,Private Un-Aided
S-12927,"PREMA SCHOOL OF NURSING, MAHARANIPET, VISAKHAPATNAM",Andhra Pradesh,Visakhapatnam,1998,Urban,Nursing,Private Un-Aided
S-26381,PUTTAPARTHI INSTITUTE OF MEDICAL SCIENCES AND TECLNOLOGY,Andhra Pradesh,Sri Sathya Sai,2022,Rural,Paramedical,Private Un-Aided
S-21130,SHASHI SCHOOL OF NURSING KAKINADA,Andhra Pradesh,Kakinada,2018,Rural,Nursing,Private Un-Aided
S-26054,KV INSTITUTE OF MEDICAL TECHNOLOGY,Andhra Pradesh,NTR,2022,Rural,Paramedical,Private Un-Aided
S-16161,"GOVERNMENT POLYTECHNIC,ALUR",Andhra Pradesh,Kurnool,2008,Rural,Technical/Polytechnic,State Government
S-16162,GOVERNMENT POLYTECHNIC KADIRI,Andhra Pradesh,Ananthapuramu,2008,Urban,Technical/Polytechnic,State Government
S-16165,"GOVT.POLYTECHNIC,RAJAMPETA",Andhra Pradesh,Y.S.R. Kadapa,2008,Rural,Technical/Polytechnic,State Government
S-16168,BEHARA TECHNICAL CAMPUS(BEHARA POLYTECHNIC),Andhra Pradesh,Visakhapatnam,2012,Urban,Technical/Polytechnic,Private Un-Aided
S-16169,BEHARA SCHOOL OF NURSING,Andhra Pradesh,Visakhapatnam,2014,Urban,Nursing,Private Un-Aided
S-16170,swamy vivekananda polytechnic,Andhra Pradesh,Vizianagaram,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-633,SMT. T.K.R. POLYTECHNIC FOR WOMEN,Andhra Pradesh,Krishna,1987,Rural,Technical/Polytechnic,Private Un-Aided
S-16171,Chaitanya Bharathi Institute of Technology (Polytechnic),Andhra Pradesh,Y.S.R. Kadapa,2013,Rural,Technical/Polytechnic,Private Un-Aided
S-16172,Gouthami Institute of Technology and Management for Women (2nd Shift Polytechnic College),Andhra Pradesh,Y.S.R. Kadapa,2014,Rural,Technical/Polytechnic,Private Un-Aided
S-16181,ST ANNS COLLEGE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,Prakasam,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-16185,GOVT. POLYTECHNIC CHANDRAGIRI,Andhra Pradesh,Chittoor,2008,Rural,Technical/Polytechnic,State Government
S-16186,PRAGATHI POLYTECHNIC COLLEGE,Andhra Pradesh,Vizianagaram,2014,Rural,Technical/Polytechnic,Private Un-Aided
S-16187,"government polytechnic, jammalamadugu",Andhra Pradesh,Y.S.R. Kadapa,2008,Rural,Technical/Polytechnic,State Government
S-16189,"MVR College of Engg and Tech, Shift-II Polytechnic, Paritala,Kanchikacherla Mandal",Andhra Pradesh,Krishna,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-16190,ARYABHATTA POLYTECHNIC COLLEGE,Andhra Pradesh,Visakhapatnam,2014,Rural,Technical/Polytechnic,Private Aided (Government Aided)
S-16407,BOTHCHU RAMBHOTLU AND DHANA LAKSHMI SCHOOL OF NURSING,Andhra Pradesh,West Godavari,2016,Rural,Nursing,Private Un-Aided
S-16409,"Jhansi Collge of Education (D.El.Ed), Prakasam",Andhra Pradesh,Prakasam,2007,Rural,Teacher Training,Private Un-Aided
S-16411,BUDDALA NARASIMHA MURTHY AGRICULTURAL POLYTECHNIC,Andhra Pradesh,West Godavari,2014,Rural,Technical/Polytechnic,Private Un-Aided
S-26424,"SURYA MPHW (M) TRAINING INSTITUTE, KURNOOL ROAD, ONGOLE",Andhra Pradesh,Prakasam,2014,Urban,Paramedical,State Government
S-26423,"SANTHIRAM INSTIUTE OF PARAMEDICAL SCIENCES,NANDYAL",Andhra Pradesh,Nandyal,2018,Rural,Paramedical,Private Un-Aided
S-26422,BOLLINENI MEDSKILLS PARAMEDICAL INSTITUTION,Andhra Pradesh,Kurnool,2024,Urban,Paramedical,Private Un-Aided
S-16351,SAI LAKSHMI SCHOOL OF NURSING,Andhra Pradesh,Vizianagaram,2015,Rural,Nursing,Private Un-Aided
S-16353,BEHARA SUBHAKAR POLYTECHNIC,Andhra Pradesh,Visakhapatnam,2013,Urban,Technical/Polytechnic,Private Un-Aided
S-26421,NAVA PRAHARSHA INSTITUTE OF MEDICAL TECHNOLOGY,Andhra Pradesh,Krishna,2023,Urban,Paramedical,Private Un-Aided
S-26420,VIJENDRA INSTITUTE OF MEDICAL TECHNOLOGY,Andhra Pradesh,Krishna,2022,Rural,Paramedical,Private Un-Aided
S-26419,PH COLLEGE OF HEALTH SCIENCES,Andhra Pradesh,Annamayya,2024,Rural,Paramedical,Private Un-Aided
S-14933,Sraddaha College of Diploma in Enggineering and Technology,Andhra Pradesh,East Godavari,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-13044,"SRAVYA SCHOOL OF NURSING, PONNUR, GUNTUR",Andhra Pradesh,Guntur,2003,Urban,Nursing,Private Un-Aided
S-3642,SRI UMAMAHESWARA SCHOOL OF NURSING KURNOOL-,Andhra Pradesh,Kurnool,1987,Urban,Nursing,Private Un-Aided
S-16899,ALWARDAS POLYTECHNIC COLLEGE,Andhra Pradesh,Visakhapatnam,2017,Urban,Technical/Polytechnic,Private Un-Aided
S-638,SREE MULLAPUDI VENKATARAYA MEMORIAL POLYTECHNIC,Andhra Pradesh,West Godavari,1958,Urban,Technical/Polytechnic,Private Un-Aided
S-19435,GOVT MODEL RESIDENTIAL POLYTECHNIC SEETAMPET,Andhra Pradesh,Srikakulam,2014,Rural,Technical/Polytechnic,State Government
S-19723,SWAMY  SCHOOL OF NURSING,Andhra Pradesh,Kakinada,-,Rural,Nursing,Private Un-Aided
S-17597,"Vellore Institute of Technology-Andhra Pradesh(VIT-AP), Amaravti",Andhra Pradesh,Guntur,-,Rural,Technical/Polytechnic,Private Un-Aided
S-598,MRAGR GOVT POLYTECHNIC VIZIANAGARAM,Andhra Pradesh,Vizianagaram,1982,Urban,Technical/Polytechnic,State Government
S-19285,SRINIVASA DIPLOMA IN ENGINEERING AND TECHNOLOGY,Andhra Pradesh,Vizianagaram,2010,Rural,Technical/Polytechnic,Private Un-Aided
S-19106,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY VIJAYAWADA,Andhra Pradesh,Krishna,2015,Rural,Institutes under Ministries,Central Government
S-3510,"HELP SCHOOL OF NURSING, KETHANAKONDA, NTR DISTRICT",Andhra Pradesh,Krishna,2004,Urban,Nursing,Private Un-Aided
S-3632,SRI PADMAVATHI SCHOOL OF NURSING KADAPA,Andhra Pradesh,Y.S.R. Kadapa,-,Urban,Nursing,Private Un-Aided
S-18282,AMRITA SAI INSTITUTE OF SCIENCE  AND TECHNOLOGY,Andhra Pradesh,Krishna,-,Rural,Technical/Polytechnic,Private Un-Aided
S-22767,"GOVERNMENT POLYTECHNIC, MYDUKUR",Andhra Pradesh,Y.S.R. Kadapa,2023,Rural,Technical/Polytechnic,State Government
S-22768,GOVERNMENT POLYTECHNIC GUNTAKAL,Andhra Pradesh,Ananthapuramu,2023,Urban,Technical/Polytechnic,State Government
S-22777,"ORTUS SCHOOL OF NURSING, PENDURTHY, VISAKHAPATNAM",Andhra Pradesh,Visakhapatnam,2023,Urban,Nursing,Private Un-Aided
S-16184,BVC COLLEGE OF ENGINEERING,Andhra Pradesh,East Godavari,2013,Rural,Technical/Polytechnic,Private Un-Aided
S-22778,"VEDA SCHOOL OF NURSING, SATTENAPALLI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,2019,Rural,Nursing,Private Un-Aided
S-22779,"CHIRALA SCHOOL OF NURSING, CHIRALA, PRAKASAM DISTRICT",Andhra Pradesh,Prakasam,2022,Urban,Nursing,Private Un-Aided
S-22780,"LAKSHMI SURYA NURSING SCHOOL, YKM COLONY,  PARVATHIPURAM, VIZIANAGARAM DISTRICT",Andhra Pradesh,Vizianagaram,2022,Rural,Nursing,Private Un-Aided
S-13061,"SRI RAMA BHADRA SCHOOL OF NURSING, BAPATLA, GUNTUR",Andhra Pradesh,Guntur,2012,Rural,Nursing,Private Un-Aided
S-13193,"NATIONAL SCHOOL OF NURSING, ADONI, KURNOOL DISTRICT",Andhra Pradesh,Kurnool,2012,Rural,Nursing,Private Un-Aided
S-3581,PHANI SCHOOL OF NURSING KRISHNA,Andhra Pradesh,Krishna,2005,Rural,Nursing,Private Un-Aided
S-13153,"PARTHA SCHOOL OF NURSING, PARTHA CHARITABLE SOCIETY, CHITTOOR",Andhra Pradesh,Chittoor,2005,Urban,Nursing,Private Aided (Government Aided)
S-12926,"PADMAVATHI SCHOOL OF NURSING, MADHAVADARA, VISAKHAPATNAM",Andhra Pradesh,Visakhapatnam,1998,Rural,Nursing,Private Un-Aided
S-13101,"PADMAVATHI SCHOOL OF NURSING, CHUMMUNIAPAT, CUDDAPAH",Andhra Pradesh,Y.S.R. Kadapa,1988,Urban,Nursing,Private Un-Aided
S-586,KAKINADA INSTITUE OF TECHNOLOGICAL SCIENCES,Andhra Pradesh,East Godavari,2008,Rural,Technical/Polytechnic,Private Un-Aided
S-12988,"JYOTHI SCHOOL OF NURSING, TADEPALLIGUDEM, WEST GODAVARI",Andhra Pradesh,West Godavari,2003,Urban,Nursing,Private Un-Aided
S-12973,"SRI RAM SCHOOL OF NURSING, KAKINADA, EAST GODAVARI",Andhra Pradesh,East Godavari,2004,Urban,Nursing,Private Un-Aided
S-3518,J S SCHOOL OF NURSING PRAKASAM,Andhra Pradesh,Prakasam,2004,Urban,Nursing,Private Un-Aided
S-15365,RISE KRISHNA SAI POLYTECHNIC,Andhra Pradesh,Prakasam,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-13082,"RIMS SCHOOL OF NURSING, ONGOLE, PRAKASAM",Andhra Pradesh,Prakasam,2012,Urban,Nursing,State Government
S-14431,"GOVERNMENT POLYTECHNIC, ADDANKI",Andhra Pradesh,Prakasam,2009,Urban,Technical/Polytechnic,State Government
S-504,BELLAMKONDA POLYTECHNIC COLLEGE,Andhra Pradesh,Prakasam,2009,Rural,Technical/Polytechnic,Private Un-Aided
S-3589,R D T SCHOOL OF NURSING ANANTHAPUR,Andhra Pradesh,Ananthapuramu,2004,Rural,Nursing,Private Un-Aided
S-3479,CIPAI GOVINDA REDDY SCHOOLOF NURSING TRIUPATI,Andhra Pradesh,Chittoor,2004,Urban,Nursing,Private Un-Aided
S-515,CHUNDI RANGANAYAKULU POLYTECHNIC,Andhra Pradesh,Guntur,1982,Rural,Technical/Polytechnic,Private Un-Aided
